"id_relatorio_gestao","situacao_relatorio_gestao","parecer_relatorio_gestao","id_plano_acao"
10695,"DISPONIBILIZADO","Foi realizado um evento cultural e o objeto executado 100% ",31403
16281,"DISPONIBILIZADO","Assunto: Prestação de Contas - Emenda Parlamentar 202331340005 - Fausto Pinato",31396
8574,"DISPONIBILIZADO","INSTRUÇÃO NORMATIVA-TCU Nº 93, DE 17/01/2024 (ART. 3º)",31393
15698,"EM_ELABORACAO","Aquisição de Custeio",31435
10991,"DISPONIBILIZADO","
Parecer do Relatório de Gestão Parcial

•	Programa: Transferência Especial 
•	Ministério da Fazenda
•	Plano de Ação n° 09032023-031455
•	Programa n° 09032023
•	Emenda Parlamentar n° 202337770001
•	Deputado Federal Vitor Lippi  
•	Valor do Investimento R$ 1.100.000,00

•	Concorrência Eletrônica n° 02/2024
•	Ata da Sessão Pública – 13/05/2024
•	Termo de Homologação e Adjudicação – 17/05/2024
•	Contrato n° 22/2024 – Assinado em 17/05/2024.
•	Valor licitado R$ 1.499.000,00
•	Valor Repasse R$ 1.100.000,00
•	Valor Contrapartida R$ 399.000,00
•	Objeto: Pavimentação Asfáltica em Trecho da Avenida José Rugine, Bairro Guaçuzal, Pilar do Sul / SP.  

•	Ordem de Serviço 07 de junho 2024.
•	Seguem em anexo o Relatório Fotográfico e  Relatório de Acompanhamento referente a execução do mesmo. 
	
•	Data do Repasse 03/10/2023

 Pilar do Sul, 27 de junho de 2024.



Parecer do Relatório de Gestão Parcial 

•	Programa: Transferência Especial 
•	Ministério da Fazenda
•	Plano de Ação n° 09032023-031455
•	Programa n° 09032023
•	Emenda Parlamentar n° 202337770001
•	Deputado Federal Vitor Lippi  
•	Valor do Investimento R$ 1.100.000,00

•	Concorrência Eletrônica n° 02/2024
•	Ata da Sessão Pública – 13/05/2024
•	Termo de Homologação e Adjudicação – 17/05/2024
•	Contrato n° 22/2024 – Assinado em 17/05/2024.
•	Valor licitado R$ 1.499.000,00
•	Valor Repasse R$ 1.100.000,00
•	Valor Contrapartida R$ 399.000,00
•	Objeto: Pavimentação Asfáltica em Trecho da Avenida José Rugine, Bairro Guaçuzal, Pilar do Sul / SP.  


•	Ordem de Serviço 07 de junho 2024.
•	Relatório de Vistoria – 1ª Medição 55,58% em 05/07/2024
•	Relatório de Vistoria – 2ª Medição 43,72% em 18/07/2024
•	Relatório de Vistoria – 3ª Medição 0,70 % em 20/09/2024
•	Atestado de Conclusão de Obra em 13/09/2024 
•	Termo de Recebimento Definitivo em 13/09/2024 
•	Relatório Fotográfico em 30/09/2024
	

RELATÓRIO DE VISTORIA 1ª MEDIÇÃO

Conforme vistoria da 1ª medição, foi executado 55,58% do serviço de execução de pavimentação asfáltica em trecho (04) da Av. José Rugine, bairro Guaçuzal, Pilar do Sul-SP, (Concorrência eletrônica nº 02/2024, Contrato nº 22/2024, processo administrativo eletrônico nº 14869/2023).
Desta medição, poderá ser pago à empresa LCA Infraestrutura e Mineração Ltda., inscrita no CNPJ sob nº 42.192.677/0001-19, com sede na Estrada da Ponte Alta, nº 890, sala 01, bairro Ponte Alta, na cidade de Salto de Pirapora, Estado de São Paulo, CEP n° 18.160-000, a importância de R$ 833.143,61 (Oitocentos e trinta e três mil cento e quarenta e três reais e sessenta e um centavos). Obs. O valor informado deverá ser pago utilizando recursos provenientes de transferência especial, decorrente do plano de ação cadastrado sob nº 09032023-031455, referente a emenda parlamentar nº 202337770001. (Nota de empenho nº 3386). Pilar do Sul-SP, 05 de julho de 2024.


RELATÓRIO DE VISTORIA 2ª MEDIÇÃO


Conforme vistoria da 2ª medição, foi executado 43,72% do serviço de execução de pavimentação asfáltica em trecho (04) da Av. José Rugine, bairro Guaçuzal, Pilar do Sul-SP, (Concorrência eletrônica nº 02/2024, Contrato nº 22/2024, processo administrativo eletrônico nº 14869/2023), totalizando 99,30% de serviços executados.
Desta medição, poderá ser pago à empresa LCA Infraestrutura e Mineração Ltda., inscrita no CNPJ sob nº 42.192.677/0001-19, com sede na Estrada da Ponte Alta, nº 890, sala 01, bairro Ponte Alta, na cidade de Salto de Pirapora, Estado de São Paulo, CEP n° 18.160-000, a importância de R$ 655.357,94 (Seiscentos e cinquenta e cinco mil trezentos e cinquenta e sete reais e noventa e quatro centavos). Obs. O valor informado deverá ser pago utilizando os seguintes recursos:                   R$ 266.856,39 (Oitocentos e trinta e três mil cento e quarenta e três reais e sessenta e um centavos) - Nota de empenho nº 3386 - Transferência especial, R$ 388.501,55 (Trezentos e oitenta e oito mil quinhentos e um reais e cinquenta e cinco centavos) - Nota de empenho nº 3387 - Contrapartida municipal.Pilar do Sul-SP, 18 de julho de 2024.


RELATÓRIO DE VISTORIA 3ª MEDIÇÃO

1 - Dados gerais:

Objeto	Pavimentação asfáltica em trecho (04) da Av. José Rugine, bairro Guaçuzal, Pilar do Sul-SP
Contrato nº	22/2024
Valor do contrato	R$ 1.499.000,00
Empresa	LCA Infraestrutura e Mineração Ltda.
CNPJ nº	42.192.677/0001-19
Concorrência eletrônica nº	 02/2024
Plano de ação nº	09032023-031455
Emenda Parlamentar nº	202337770001


2 - Medição obra/serviço:

Medição nº	03 (Última)
Valor da medição	R$ 10.498,45
Percentual executado	0,70%
Nota de empenho nº	3387

Serviços	Porcentagem
Administração local	100,00%
Serviços preliminares	100,00%
Escavação, subleito, base , sub-base, capa	100,00%
Pavimentação asfáltica	100,00%
Drenagem	100,00%
3 - Evolução da obra/serviço (Acumulado por etapa):

Valor acumulado	R$ 1.499.000,00	Valor restante:	-
Percentual acumulado:	100,00%	Percentual restante:	-

Pilar do Sul-SP, 20 de setembro de 2024.


ATESTADO DE CONCLUSÃO DE OBRA EM 13/09/2024.

Atesto para os devidos fins que a empresa LCA Infraestrutura e Mineração Ltda., inscrita no CNPJ sob nº 42.192.677/0001-19, com sede na Estrada da Ponte Alta, nº 890, sala 01, bairro Ponte Alta, na cidade de Salto de Pirapora, Estado de São Paulo, CEP n° 18.160-000, realizou o serviço de execução de Pavimentação Asfáltica em trecho (04) da Av. José Rugine, bairro Guaçuzal, Pilar do Sul-SP, (Concorrência eletrônica nº 02/2024, Contrato nº 22/2024, processo administrativo eletrônico          nº 14869/2023), apresentando boa qualidade na execução e cumprimento do prazo do contrato, perfazendo o total de 100% da obra concluída. Pilar do Sul, 13/09/2024.

TERMO DE RECEBIMENTO DEFINITIVO 
1. Identificação: 
Contrato n°: 22/2024
Objeto: Pavimentação asfáltica em trecho (04) da Av. José Rugine, bairro Guaçuzal, Pilar do Sul-SP 
Contratante: Prefeitura Municipal de Pilar do Sul-SP
Contratada: LCA Infraestrutura e Mineração Ltda. / CNPJ n° 42.192.677/0001-19
Período da vigência do contrato: 17/05/2024 a 17/05/2025
Data da ordem de serviço: 07/06/2024
Data do recebimento provisório: 06/09/2024
Prazo originalmente estipulado: 90 dias (05/09/2024)
2. Termos:
Pelo presente, em caráter definitivo, após constatar a fiel e perfeita execução do objeto a que se refere o contrato em epígrafe, emitimos o presente TERMO DE RECEBIMENTO DEFINITIVO, com eficácia liberatória de todas as obrigações do contratado, com exceção às garantias legais daquele contrato. O presente documento segue assinado pelo agente fiscalizador e gestor do contrato. Pilar do Sul-SP, 13/09/2024. 

•	Nota Fiscal Eletrônica de Serviço n° 101 de 02/07/2024 no valor de R$ 833.143,61 ( oitocentos e trinta e três mil e cento e quarenta e três reais e sessenta e um centavos)  - (Repasse Federal). 
Liquidada em 15/07/2024.
	
•	Nota Fiscal Eletrônica de Serviço n° 105 de 15/07/2024 no valor de R$ 266.856,39 (duzentos e sessenta e seis mil e oitocentos e cinquenta e seis reais e trinta e nove centavos)  - (Repasse Federal). 
Liquidada em 22/07/2024.

•	Nota Fiscal Eletrônica de Serviço n° 108 de 15/07/2024 no valor de R$ 388.501,55 (trezentos e oitenta e oito mil e quinhentos e um reais e cinquenta e cinco centavos)  - (Contrapartida Municipal). 
Liquidada em 23/07/2024.	
	
•	Nota Fiscal Eletrônica de Serviço n° 151 de 24/09/2024 no valor de R$ 10.498,45 (dez mil e quatrocentos e noventa e oito reais e quarenta e cinco centavos)   - (Contrapartida Municipall). 
Liquidada em 30/09/2024.
Pilar do Sul, 07 de outubro de 2024.

",31455
16144,"DISPONIBILIZADO","OBRA EXECUTADA DE ACORDO COM O CRONOGRAMA",31456
10772,"DISPONIBILIZADO","Apresentamos o RELATÓRIO DE GESTÃO PARCIAL referente à Transferência Especial vinculada ao Plano de Ação 09032023-031499, no valor de R$ 1.500.000,00, indicado pelo Parlamentar BOSCO COSTA e vinculados aos Grupos de Naturezas de Despesas 3 – CUSTEIO (R$ 1.000.000,00) e 4 – Investimento (R$ 1.500.000,00). Este relatório está integralmente em conformidade com a INSTRUÇÃO NORMATIVA - TCU Nº 93, DE 17 DE JANEIRO DE 2024, especialmente seu artigo 3º, que estabelece a obrigatoriedade de elaboração de relatório de gestão pelos entes federados beneficiários de transferências especiais, a ser inserido na plataforma Transferegov.br. Todos os documentos e informações requeridos pela instrução normativa supracitada estão anexados abaixo.",31499
10995,"EM_ELABORACAO","O REFERIDO RECURSO NÃO FORA EXECUTADO, DEVIDO ESTAR EM FASE DE ELABORAÇÃO DE EDITAL DE CHAMAMENTO PÚBLICO.",31492
15140,"DISPONIBILIZADO","CONTRATAÇÃO DE EMPRESA PARA RECUPERAÇÃO DE ESTRADAS VICINAIS NO MUNICÍPIO DE MONSENHOR HIPÓLITO – PI E PAVIMENTAÇÃO EM PARALELEPÍPEDO DE VIAS PÚBLICAS DO MUNICÍPIO DE MONSENHOR HIPÓLITO-PI",31473
11092,"DISPONIBILIZADO","Apresentamos o RELATÓRIO DE GESTÃO PARCIAL referente à Transferência Especial vinculados ao Plano de Ação n° 09032023-031497. Este relatório está em total conformidade com a INSTRUÇÃO NORMATIVA - TCU Nº 93, DE 17 DE JANEIRO DE 2024, especialmente o seu artigo 3º, que obriga que o ente federado beneficiado por transferências especiais deve elaborar um relatório de gestão a ser inserido na plataforma Transferegov.br, contendo informações e documentos pertinentes aos recursos recebidos.",31497
16326,"DISPONIBILIZADO","AS EMENDAS  2023 FORAM UTILIZADAS PARA PAVIMENTAÇÃO ASFALTICA
EM TRECHO DA ESTRADA QUE LIGA JURUAIA AO BAIRRO GOMES,",31550
10960,"DISPONIBILIZADO","Informamos que  recursos oriundos da Transferência Especial indicada pelo  Rodrigo Pacheco em 2023, no valor de R$516.450,00 serão utilizados no ano de 2024  como complementação para o  pagamento do aditivo relativo ao contrato de Serviços do Município de Itabira e TECNOIT, Tecnologia, Serviços e Comunicação S/A  registrado sob o  N° PMI/SMA/SUCON 103/2023.

O Itabira Segura e Conectada nasce a partir do conceito de cidades inteligentes. O programa utiliza tecnologia semelhante as que são adotadas em outros municípios brasileiros.  Nesta primeira fase, 134 câmeras estão sendo instaladas por todos os bairros de Itabira e distritos. Serão também 50 pontos de acesso gratuito à internet wi-fi em praças, paradas de ônibus e outras áreas de integração social, e dez totens de emergência com acionamento por botão. As imagens serão acompanhadas em tempo real pelo Centro de Inteligência e Tecnologia de Itabira. Tudo construído e instalado com suporte das forças de segurança, que terão acesso instantâneo ao monitoramento.

Além da segurança e da conectividade, o programa também atua como uma importante ferramenta de proteção de dados, suportado por um novo sistema de servidor que acompanha a tecnologia instalada na cidade. No final do programa, serão mais de 300 câmeras espalhadas pelo município, incluindo órgãos públicos.

Instrumentos fundamentais à Segurança pública é a  capacidade de leitura de placas veiculares das câmeras que estarão em pontos estratégicos, sobretudo em entradas e saídas do município, compondo o ""Cinturão de Segurança Pública"", como também as dotadas da tecnologia de  reconhecimento facial o que muito contribuirá para vigilância diuturna em nosso município. ",38452
7695,"DISPONIBILIZADO","Valor utilizado em obra de construção de ponte mista em perfis metálicos e concreto armado sobre o Rio Ingaí em Luminárias-MG.",31538
15272,"EM_ELABORACAO","Aquisição de combustível para patrulha agrícola ",31046
15897,"DISPONIBILIZADO","O pagamento de honorários médicos no Sistema Único de Saúde (SUS) é um aspecto crucial para garantir a qualidade do atendimento, mas enfrenta desafios como a defasagem das tabelas de remuneração, a morosidade nos processos de pagamento e a falta de incentivos para a qualidade do serviço prestado. Para aprimorar esse sistema, é necessário atualizar as tabelas de honorários de acordo com a realidade econômica, agilizar os trâmites de pagamento e criar programas que recompensem a excelência no atendimento, além de promover a valorização e capacitação contínua dos profissionais de saúde. Essas ações não apenas fortalecerão a relação entre médicos e o SUS, mas também contribuirão para a melhoria da qualidade dos serviços oferecidos à população.",31683
11436,"EM_ELABORACAO","O recurso desta emenda disponibilizada ao Estado do Acre foi destinado para as seguintes metas:

•	Fomento às atividades esportivas de Taekwondo para o fortalecimento da modalidade entre jovens e adolescentes. Taekwondo: Vidas Saudáveis;
•	Formatar o Plano Estadual de Juventude - Conexão Jovem;
•	Estruturação de um Estúdio Criativo na Escola;
•	Fomento à realização da Copa Cidade de Rio Branco de Futebol de Salão - FAFS;
•	Apoio e realização de atividades esportivas em Rio Branco - modalidades de Tênis de mesa, atletismo, ciclismo, handebol, esportes radicais e futebol - Rio Branco;
•	Fortalecendo a economia solidária através da estruturação produtiva - (Fomentar a estruturação e inclusão produtiva de agricultores familiares de empreendimentos econômico solidário do Baixo Acre. (UNISOL);
•	Fortalecimento da Agricultura Familiar na Regional do Baixo Acre - Fomentar Organizações da Sociedade Civil (OSC) - Ações de apoio a produtores - REAJA
•	Apoiar a estruturação de representantes de trabalhadores rurais do Acre - aquisição de caminhonete para STR de Porto Walter;
•	Modernização e estruturação das Ações desenvolvidas pela SEAGRI - Aquisição de veículos utilitários;
•	Fortalecimento Institucional da Agricultura Familiar no Acre - Reforma da sede do STR de Brasiléia;
•	Apoiar a estruturação de representantes de trabalhadores extrativistas do Acre - Aquisição de uma camionete para SINPASA);
•	Estruturação e Incentivo a Secretaria de Estado de Agricultura - Aquisição de Equipamentos;
•	Fortalecimento Institucional do Cooperativismo Acreano - Organização das Cooperativas;
•	Aquisição de um veículo de passeio para dar suporte às atividades da Sociedade Eunice Weaver De Cruzeiro Do Sul – Educandário;
•	Fomentar Organizações da Sociedade Civil (OSC) regularmente constituídas, com vistas a apresentação de propostas de promoção de Políticas Públicas de Igualdade Racial;
•	Fortalecimento das Políticas para Mulheres - Associação de Mulheres Negras do Acre;
•	Fortalecimento das Políticas para Mulheres - Instituto de Mulheres da Amazonia – IMA;
•	Potencialização do Núcleo de Apoio ao Atendimento Psicossocial (Natera): atuação integrada e resolutiva no âmbito da saúde mental;
•	Consolidação do Centro de Geotecnologia da Informação na Resex Chico Mendes, Epitaciolândia-AC. (Núcleo Porangaba);
•	Apoio institucional às ações do Comitê Chico Mendes - aquisição de passagem e hospedagem;
•	Aquisição de equipamentos para cooperativa de reciclagem de pneus;
•	Transformando talentos em empreendimentos - Apoiar e fortalecer pequenos empreendimentos criativos individuais no município de Rio Branco;
•	Implantação de sistema de vídeo monitoramento na cidade de Xapuri - Parte I;
•	TCE Itinerante - Apoio às ações de capacitação - Aquisição de materiais permanentes e equipamentos;

Observações da (s) meta (s): A meta “fomento às atividades esportivas de Taekwondo para o fortalecimento da modalidade entre jovens e adolescentes. Taekwondo: Vidas Saudáveis” para esta ação de custeio foi o disponibilizado o valor de R$ 150.000,00 (cento e cinquenta mil reais)

Observações da (s) meta (s): A meta, “formatar o Plano Estadual de Juventude - Conexão Jovem” para esta ação de custeio foi o disponibilizado o valor de R$ 600.000,00 (seiscentos mil reais).

Observações da (s) meta (s): A meta, “Estruturação de um Estúdio Criativo na Escola.  para esta ação de investimento foi o disponibilizado o valor de R$ 300.000,00.

Observações da (s) meta (s): A meta, “Fomento à realização da Copa Cidade de Rio Branco de Futebol de Salão - FAFS.” para esta ação de custeio foi o disponibilizado o valor de R$ 150.000.00 (cento e cinquenta mil reais).

Observações da (s) meta (s): A meta, “Apoio e realização de atividades esportivas em Rio Branco - (modalidades de Tênis de mesa, atletismo, ciclismo, handeboll, esportes radicais e futebol - Rio Branco” para esta ação de custeio e investimento e foram disponibilizado o valor de R$ 327.870,00 (trezentos e vinte sete reais oitocentos e setenta reais).

Observações da (s) meta (s): A meta, fortalecendo a economia solidária através da 
estruturação produtiva - (Fomentar a estruturação e inclusão produtiva de agricultores familiares de empreendimentos econômico solidário do Baixo Acre. (UNISOL) encontra-se sem execução - para esta ação de custeio e investimento e foram disponibilizado o valor de R$ 450.000,00 (quatrocentos e cinquenta mil reais).
Observações da (s) meta (s): A meta, “Fortalecimento da Agricultura Familiar na Regional do Baixo Acre - Fomentar Organizações da Sociedade Civil (OSC) - (Ações de apoio a produtores - REAJA)” encontra-se sem execução - para esta ação de custeio e investimento e foram disponibilizado o valor de R$ 450.000,00 (quatrocentos e cinquenta mil reais).
Observações da (s) meta (s): A meta, “Apoiar a estruturação de representantes de trabalhadores rurais do Acre - (Aquisição de caminhonete para STR de Porto Walter)” para esta ação de investimento e foram disponibilizado o valor de R$ 350.000,00 (trezentos e cinquenta mil reais).
Observações da (s) meta (s): A meta, “Modernização e estruturação das Ações desenvolvidas pela SEAGRI - Aquisição de veículos utilitários”, para esta ação de investimento foi disponibilizado o valor de R$ 500.000,00 (quinhentos mil reais).
Observações da (s) meta (s): A meta, “Fortalecimento Institucional da Agricultura Familiar no Acre - (Reforma da sede do STR de Brasiléia)” para esta ação de investimento foi disponibilizado o valor de R$ 200.000,00 (duzentos mil reais). 
Observações da (s) meta (s): A meta, apoiar a estruturação de representantes de trabalhadores extrativistas do Acre - (Aquisição de uma camionete para SINPASA)” para esta ação de investimento foi disponibilizado o valor de R$ 300.000,00 (trezentos mil reais).
Observações da (s) meta (s): A meta, “Estruturação e Incentivo a Secretaria de Estado de Agricultura - (Aquisição de Equipamentos)” para esta ação de investimento foi disponibilizado o valor de R$ 450.000,00 (quatrocentos e cinquenta mil reais).
Observações da (s) meta (s): A meta, “Fortalecimento Institucional do Cooperativismo Acreano - (Organização das Cooperativas)” para esta ação de custeio foi disponibilizado o valor de R$ 200.000,00 (duzentos mil reais) e investimento no valor de R$ 537.080,00 (quinhentos e trinta e sete mil e oitenta reais) 
Observações da (s) meta (s): A meta, “Aquisição de um veículo de passeio para dar suporte às atividades da Sociedade Eunice Weaver De Cruzeiro Do Sul – Educandário” para esta ação de investimento R$ 100.000,00 (cem mil reais).
Observações da (s) meta (s): A meta, “Fomentar Organizações da Sociedade Civil (OSC) regularmente constituídas, com vistas a apresentação de propostas de promoção de Políticas Públicas de Igualdade Racial.” para esta ação foi disponibilizado o recurso de custeio no valor de R$ 200.000,00 (duzentos mil reais) e de investimento R$ 100.000,00 (cem mil reais).
Observações da (s) meta (s): A meta, “Fortalecimento das Políticas para Mulheres (Associação de Mulheres Negras do Acre)” encontra-se em execução– para esta ação foi disponibilizado para custeio R$ 500.000,00 (quinhentos mil reais) e para investimento o valor de R$ 200.000,00 (duzentos mil reais) totalizando o valor de R$ 700.000,00 (setecentos mil reais), foi feito um chamamento público para com o objetivo de selecionar propostas para celebração de parceiras entre o governo do Estado do Acre, através da Secretaria da Mulher – SEMULHER e as Organizações da Sociedade Civil – (OSC), para a execução dos projetos, voltados de forma ampla ao ”FORTALECIMENTO DAS POLÍTICAS PARA MULHERES” com suas ações prioritárias a articulação, mobilização e qualificação das entidades e representações que atuam nas políticas de gênero e na rede de proteção à mulher e a valorização da cultua AFRO das mulheres do Estado do Acre. 
Observações da (s) meta (s): A meta, “Fortalecimento das Políticas para Mulheres.
(Instituto de Mulheres da Amazônia - IMA)” execução parcial valor de disponibilizado para custeio R$ 500.000,00 (quinhentos mil reais) e para investimento o valor de R$ 200.000,00 (duzentos mil reais) totalizando o valor de R$ 700.000,00, tem como objetivo firmar dois termos de fomentos com as Organização da Sociedade Civil – OSC, afim de fortalecer as políticas públicas paras as mulheres – esta meta será cumprida após a execução total dos termos de fomentos firmados com as (OSC).
Observações da (s) meta (s): A meta, “Potencialização do Núcleo de Apoio ao Atendimento Psicossocial (Natera): atuação integrada e resolutiva no âmbito da saúde; mental,” encontra-se em fase de aquisição dos equipamentos ((Notebook, Monitor, Data Show, DOCK STATION – DELL: Tipo de produto: Dock Station/DELL), para Estruturar o Núcleo de Apoio ao Atendimento Psicossocial (Natera) do Ministério Público do Acre, visando melhorar o atendimento dos profissionais da rede de atendimento Psicossocial, na perspectiva de integração e trabalho resolutivo – o valor disponibilizado para esta ação foi de 200.000,00 (duzentos mil reais) para custeio e para investimento o valor de R$ 500.000,00 (quinhentos reais), totalizando o valor de R$ 700.000,00 ( setecentos mil reais).
Observações da (s) meta (s): A meta, “Consolidação do Centro de Geotecnologia da Informação na Resex Chico Mendes, Epitaciolândia-AC. (Núcleo Porangaba)” em execução, o processo licitatório para aquisição dos equipamentos se encontra em andamento, e o processo de manutenção predial encontra-se aguardando ordem de serviço para o inicio da execução do mesmo o valor disponibilizado foi de R$ 200.000,00 (duzentos mil reais) para investimento e R$ 94.619,00 (noventa e quatro mil seiscentos e dezenove reais).
Observações da (s) meta (s): A meta se encontra em execução, “Apoio institucional às ações do Comitê Chico Mendes.” (aquisição de passagem e hospedagem)”, houveram a realizações dos serviços de hospedagens, alimentação, passagens terrestres e passagens áreas e também a aquisição de uma caminhonete",31631
15653,"DISPONIBILIZADO","Prestação de contas",31662
15387,"EM_ELABORACAO","Prestação de contas",31653
16217,"DISPONIBILIZADO","A documentação apresentada foi analisada de acordo com os documentos enviados: Nota fiscal da aquisição de combustível 
Os documentos originais, que serviram de base, para demonstração das despesas realizadas neste convênio, será mantidos em arquivo, no próprio local em que foram contabilizados, à disposição dos órgãos  e controle interno e externo.",31643
15406,"DISPONIBILIZADO","prestação de contas ",31664
8695,"EM_ELABORACAO","Prefeitura Municipal de Mazagão, Emenda Parlamentar nº 202340100006 Transferência Especial, Tomada de Preços nº 4/2023, Objeto: Obra por empreitada por preço global para a execução de recapeamento asfáltico em diversas ruas do município. Empresa Contratada: SL Pavimentação Asfáltica Ltda, CNPJ nº 48.531.637/0001-30.",31649
12988,"EM_ELABORACAO","EXECUÇÃO DE PAVIMENTAÇÃO ASFALTICA EM VIAS PUBLICAS DE MEDEIROS-MG",31728
15424,"DISPONIBILIZADO","PAVIMENTAÇÃO ASFÁLTICA SOBRE CALÇAMENTO DE PEDRAS IRREGULARES DE BASALTO NAS TRAVESSAS PARDAL E PICA-PAU,RUAS DAS ARARAS, GARÇAS,CANARINHOS,TICO-TICO E JOÃO DE BARRO.",31697
15134,"DISPONIBILIZADO","execução do calçamento com pedras irregulares em basalto localizado no interior do município de
independência. O calçamento será realizado nas Ruas, das localidades de Esquina Araújo, São Valentim e
no Distrito sede na continuação da Rua Anísio De Araujo E Silva",31695
7754,"DISPONIBILIZADO","O recurso referente à emenda especial do Deputado Federal Luis Tibé, especificada através do código 09032023-031716, pertencente ao programa 09032023, foi creditado em 02 de outubro de 2023, no valor de R$600.000,00, sendo R$300.000,00 para despesas de custeio e R$300.000,00 para despesas de investimento. Em relação à utilização desse recurso para despesas de investimento, foram realizados pagamentos referentes à obra de reforma e ampliação do Estádio Municipal Niquinho Gandra (R$67.046,39) e pagamento de INSS referente à nota fiscal da empresa responsável pela obra (R$5.532,39), totalizando uma despesa de investimento de R$72.578,78. Já em relação às despesas de custeio, foi realizado o pagamento de sonorização (R$5.500,00) e show musical artístico (R$11.500,00) para a realização da festa de Nossa Senhora do Rosário. Além disso, houve também o pagamento de sonorização e palco para realização do evento de Sonata de Natal (R$27.130,00). Também foram pagas diversas atrações para realização do carnaval Itafolia 2024, despesas essas que incluem pagamentos de shows musicais artísticos (R$133.632,10), serviço de locução e apresentação de palco das atrações (R$3.002,56) e locação de estruturas de banheiros químicos (R$14.900,00). Portanto, em relação às despesas de custeio, foi gasto um valor de R$195.664,66. Além disso, o valor creditado em conta teve um rendimento de R$18.809,63. Sendo assim, do valor total, que seria o creditado em conta, somado ao rendimento (R$618.809,63), foi gasto um valor de R$268.243,44, que representa aproximadamente 43,3% do valor total, restando ainda em conta R$350.566,19. ",31716
15371,"DISPONIBILIZADO","CONTRATOS PRESTAÇAO DE CONTAS",31701
11024,"EM_ELABORACAO","O valor referente à esta emenda parlamentar será utilizado para pavimentação asfáltica em CBUQ. O Processo Licitatório n° 122/2024, Concorrência Eletrônica 10/2024 foi publicado na data de 28/06/2024 para contratação e execução das intervenções. Assim que houver pagamento será inserido as informações e documentações comprobatórias neste relatório.

PAVIMENTAÇÃO ASFÁLTICA EM CBUQ NO MUNICÍPIO DE ITAGUARA/MG
Ao longo dos anos, para se adaptar ao desenvolvimento da cidade, foram necessárias mudanças no trânsito, trazendo com isso, também necessidade de adaptações na estrutura das ruas para que a mobilidade urbana flua com eficácia e segurança. A realização da pavimentação asfáltica será realizada em rua do Município de Itaguara/MG, a fim de melhorar as condições de circulação e a segurança no trânsito, levando em consideração o aumento do fluxo de veículos na via beneficiada. 
",31715
14872,"DISPONIBILIZADO","Execução dos recursos da Emenda Especial do deputado Josias Gomes, por PAOE.s - ações orçamentarias abaixo descrita:
5893- Apoio a Evento de Interesse Turístico para a Divulgação do Destino Bahia- 200.000,00",31747
7342,"EM_ELABORACAO","Categoria da despesa - CUSTEIO",31751
11015,"DISPONIBILIZADO","Relatório de gestão final, Processos de pagamento, Notas fiscais, fotos, extratos Bancários, comprovante de pagamentos,  contratos, entre outros documentos comprobatórios.",31746
7396,"DISPONIBILIZADO","Execução dos recursos da Emenda Especial do Deputado Waldenor Pereira por PAOE,s- ações orçamentárias abaixo descritas:
1399- Distribuição de Equipamento de Apoio à Inclusão Produtiva- 251.136, 12
5893- Apoio a Evento de Interesse Turístico para a Divulgação do Destino Bahia- 1.775.000,00",31829
8483,"EM_ELABORACAO","PAVIMENTAÇÃO DE RUAS",31839
15614,"DISPONIBILIZADO","Processo licitatorio",31862
15344,"EM_ELABORACAO","Prestação de contas",31849
14784,"DISPONIBILIZADO","Relatório de gestão 1 - Licitação",31880
15333,"DISPONIBILIZADO","Prestação de contas",31851
10286,"EM_ELABORACAO","Prestação de contas",31854
15816,"DISPONIBILIZADO","Prestação de contas",31856
8654,"DISPONIBILIZADO","Este relatório visa avaliar a eficiência na aplicação dos recursos destinados a projetos de
infraestrutura urbana, conforme os requisitos legislativos e as diretrizes estabelecidas pela plataforma
Transferegov.br. Este documento apresenta o contexto geral dos projetos, a alocação de recursos, a
estimativa financeira necessária, a classificação orçamentária, os prazos previstos, a documentação de
suporte, e propõe mecanismos de monitoramento e avaliação da emenda nº 40990002 recebida pela
Secretaria de Estado da Infraestrutura.",31945
14046,"EM_ELABORACAO","Constitui objeto do presente instrumento contratação de empresa especializada para construção da pista de skate no parque da cidade no município de Jaraguá-Goiás, na modalidade de empreitada global, conforme especificações detalhadas nos projetos, planilha sintética do orçamento e memorial descritivo.",31940
16365,"EM_ELABORACAO","Relatório",31936
15990,"EM_ELABORACAO","CONTRATAÇÃO DE SHOW ARTÍSTICO DA BANDA BELL MARQUES PARA AS FESTIVIDADES DO SÃO PEDRO 2023 DA CIDADE DE CAPELA, ESTADO DE SERGIPE, DENOMINADA “FESTA DO SÃO PEDRO DE CAPELA 2023” QUE SERÁ REALIZADA NOS DIAS 30 DE JUNHO A 02 JULHO DE 2023, NESTE MUNICÍPIO, DECORRENTE DO PROCEDIMENTO DE INEXIGIBILIDADE N.º 21/2023, CONTRATO N.º 65/2023.",31961
15005,"DISPONIBILIZADO","Em conformidade com o Art. 9º da Instrução Normativa TCU - 93, que dispõe sobre as transferências especiais a partir de 2022, e cujo objeto tenha sido concluído até a data da publicação desta instrução normativa, segue, na lista de anexos, relatório de utilização do recurso onde foi utilizado para pagamento de parte do contrato de prestação de serviços ao município, sendo o restante custeado com outras fontes.",31962
